mesh_code,est_all,emp_all,est_manufacturing,emp_manufacturing,est_ict,emp_ict,est_wholesale_retail,emp_wholesale_retail,est_finance,emp_finance,est_real_estate,emp_real_estate,est_professional,emp_professional,est_accommodation_food,emp_accommodation_food,est_medical_welfare,emp_medical_welfare,lat,lon,ward_code,ward_ja
533935052,173,2281,36,774,3,3,34,550,0,0,19,82,6,14,4,35,21,334,35.58541666666667,139.696875,13111,大田区
533935053,57,290,7,31,1,1,11,45,0,0,4,6,4,11,2,3,5,32,35.58958333333334,139.690625,13111,大田区
533935054,168,1226,22,86,2,5,40,304,1,9,11,35,7,34,16,54,11,88,35.58958333333334,139.696875,13111,大田区
533935061,181,1700,5,34,0,0,39,424,0,0,33,90,8,41,19,93,25,292,35.58541666666667,139.703125,13111,大田区
533935062,132,774,9,97,2,2,27,192,0,0,12,34,5,22,18,73,20,167,35.58541666666667,139.709375,13111,大田区
533935063,109,700,14,104,4,8,15,80,0,0,30,56,6,9,4,15,11,145,35.58958333333334,139.703125,13111,大田区
533935064,138,1107,9,24,1,3,32,237,2,29,23,60,9,17,8,55,13,147,35.58958333333334,139.709375,13111,大田区
533935071,54,315,3,19,4,10,8,97,0,0,13,29,3,4,1,8,6,54,35.58541666666667,139.71562500000002,13111,大田区
533935072,158,898,7,22,8,33,44,243,2,2,25,81,10,68,4,12,17,117,35.58541666666667,139.721875,13111,大田区
533935073,84,549,6,50,0,0,24,170,0,0,15,29,6,14,1,2,4,20,35.58958333333334,139.71562500000002,13111,大田区
533935074,118,569,5,24,3,33,17,82,2,9,24,50,21,49,9,38,9,113,35.58958333333334,139.721875,13111,大田区
533935081,834,7037,20,150,23,302,150,1130,18,423,70,228,74,402,199,1176,90,1125,35.58541666666667,139.728125,13111,大田区
533935082,351,6754,17,108,15,146,86,3187,5,59,37,154,24,469,44,570,20,280,35.58541666666667,139.734375,13111,大田区
533935083,843,19133,23,293,51,1303,224,3266,24,666,67,407,49,180,144,1623,62,3413,35.58958333333334,139.728125,13111,大田区
533935084,474,16934,35,2249,34,5436,120,3721,10,306,45,334,32,765,60,620,20,345,35.58958333333334,139.734375,13109,品川区
533935091,82,3477,2,20,3,37,14,596,0,0,1,1,1,14,9,168,1,2,35.58541666666667,139.74062500000002,13111,大田区
533935092,96,1966,0,0,0,0,21,357,0,0,1,110,0,0,0,0,1,3,35.58541666666667,139.74687500000002,13111,大田区
533935093,5,37,0,0,0,0,2,16,0,0,0,0,0,0,1,13,0,0,35.58958333333334,139.74062500000002,13109,品川区
533935094,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,35.58958333333334,139.74687500000002,13111,大田区
533935114,49,717,3,20,2,1,14,210,0,0,5,8,1,12,3,18,2,59,35.59791666666667,139.646875,13112,世田谷区
533935121,28,366,3,37,0,0,4,32,0,0,4,24,2,5,2,16,3,74,35.59375,139.65312500000002,13112,世田谷区
533935122,45,202,2,5,4,18,7,25,1,3,15,43,5,13,2,5,1,7,35.59375,139.659375,13111,大田区
533935123,87,1426,10,145,3,10,15,67,0,0,4,8,5,10,5,41,5,133,35.59791666666667,139.65312500000002,13112,世田谷区
533935124,60,238,2,8,1,1,4,6,3,8,28,64,6,11,1,3,1,15,35.59791666666667,139.659375,13111,大田区
533935131,42,181,0,0,2,13,5,13,2,4,18,36,3,13,2,23,2,14,35.59375,139.665625,13111,大田区
533935132,99,608,3,81,1,1,23,92,1,1,13,28,7,40,10,31,12,86,35.59375,139.671875,13111,大田区
533935133,156,1417,1,2,0,0,46,515,5,41,24,84,10,41,15,156,21,345,35.59791666666667,139.665625,13111,大田区
533935134,142,802,5,19,0,0,38,161,2,2,17,54,6,36,11,89,20,131,35.59791666666667,139.671875,13112,世田谷区
533935141,133,2672,8,654,2,351,25,235,2,41,18,103,11,147,11,65,23,213,35.59375,139.67812500000002,13112,世田谷区
533935142,192,1334,6,216,8,38,44,294,2,11,23,57,15,43,18,141,27,189,35.59375,139.68437500000002,13111,大田区
533935143,60,372,2,3,4,6,4,9,2,8,10,16,6,12,9,100,7,103,35.59791666666667,139.67812500000002,13112,世田谷区
533935144,164,1129,4,46,1,23,35,273,1,4,25,67,12,35,18,55,26,302,35.59791666666667,139.68437500000002,13111,大田区
533935151,93,1609,6,16,1,4,20,156,0,0,11,24,2,6,8,71,13,1150,35.59375,139.690625,13111,大田区
533935152,117,960,21,195,2,3,25,300,1,1,5,6,15,31,3,43,9,64,35.59375,139.696875,13111,大田区
533935153,170,877,8,90,8,9,30,272,1,10,28,63,14,55,20,59,22,170,35.59791666666667,139.690625,13111,大田区
533935154,60,357,0,0,5,11,7,16,0,0,10,17,1,1,6,41,8,112,35.59791666666667,139.696875,13111,大田区
533935161,124,1168,13,177,4,21,17,227,1,10,14,21,13,27,7,77,15,386,35.59375,139.703125,13111,大田区
533935162,131,1037,18,92,4,8,31,235,2,3,21,64,6,55,6,55,12,172,35.59375,139.709375,13111,大田区
533935163,129,3389,9,152,8,14,22,2070,0,0,25,72,9,234,6,85,8,115,35.59791666666667,139.703125,13111,大田区
533935164,161,1325,12,151,3,9,29,294,1,10,26,49,5,21,19,192,20,305,35.59791666666667,139.709375,13111,大田区
533935171,107,1074,12,107,5,22,21,407,2,11,10,17,10,23,6,17,10,142,35.59375,139.71562500000002,13111,大田区
533935172,157,719,3,11,6,28,42,172,3,15,23,65,14,82,13,46,15,176,35.59375,139.721875,13111,大田区
533935173,186,851,29,120,6,49,30,111,1,1,16,42,13,41,8,30,18,174,35.59791666666667,139.71562500000002,13109,品川区
533935174,153,805,17,106,1,1,22,109,5,20,30,138,8,34,7,19,17,195,35.59791666666667,139.721875,13109,品川区
533935181,116,611,6,38,1,4,21,114,0,0,22,52,8,39,14,122,16,87,35.59375,139.728125,13111,大田区
533935182,283,3444,28,303,5,23,62,820,3,211,39,108,24,76,21,228,19,387,35.59375,139.734375,13109,品川区
533935183,148,1128,4,25,5,12,31,174,0,0,29,58,10,24,8,26,22,260,35.59791666666667,139.728125,13109,品川区
533935184,149,876,15,98,2,2,35,238,2,25,21,96,3,7,16,78,11,75,35.59791666666667,139.734375,13109,品川区
533935191,36,605,4,30,1,6,3,46,0,0,1,2,2,22,8,28,1,8,35.59375,139.74062500000002,13109,品川区
533935192,38,308,1,11,0,0,1,9,0,0,1,21,1,3,2,2,0,0,35.59375,139.74687500000002,13109,品川区
533935193,177,1181,20,176,1,18,34,211,0,0,22,84,6,8,30,155,17,156,35.59791666666667,139.74062500000002,13109,品川区
533935194,87,2469,3,27,1,1,26,891,0,0,3,22,3,34,5,77,5,340,35.59791666666667,139.74687500000002,13109,品川区
533935204,28,179,2,11,0,0,4,11,1,3,5,27,4,7,2,34,0,0,35.60625,139.634375,13112,世田谷区
533935211,34,519,2,13,0,0,3,69,0,0,5,12,7,14,0,0,2,366,35.60208333333333,139.640625,13112,世田谷区
533935212,46,316,0,0,3,12,4,26,2,21,11,20,4,28,4,61,6,115,35.60208333333333,139.646875,13112,世田谷区
533935213,37,166,0,0,2,3,8,57,0,0,5,23,3,6,3,8,2,5,35.60625,139.640625,13112,世田谷区
533935214,118,1055,7,89,4,13,27,223,3,9,15,51,11,60,12,168,15,181,35.60625,139.646875,13112,世田谷区
533935221,81,618,1,2,3,10,27,364,0,0,10,25,12,50,2,4,5,24,35.60208333333333,139.65312500000002,13112,世田谷区
533935222,116,796,1,1,2,5,38,171,0,0,13,26,7,10,14,82,16,113,35.60208333333333,139.659375,13112,世田谷区
533935223,297,2319,5,14,3,16,63,537,6,42,23,80,12,44,43,257,50,425,35.60625,139.65312500000002,13112,世田谷区
533935224,125,643,2,5,5,8,31,159,2,19,18,49,8,14,8,41,20,178,35.60625,139.659375,13112,世田谷区
533935231,119,1002,3,14,2,2,31,403,0,0,27,84,14,90,3,10,16,247,35.60208333333333,139.665625,13112,世田谷区
533935232,240,1395,2,2,9,21,60,369,2,22,24,66,12,28,25,124,40,448,35.60208333333333,139.671875,13112,世田谷区
533935233,574,5319,8,48,10,98,128,1114,19,595,52,394,26,96,96,902,67,691,35.60625,139.665625,13112,世田谷区
533935234,553,4800,7,22,8,64,184,1531,9,80,66,252,31,83,103,926,46,695,35.60625,139.671875,13112,世田谷区
533935241,72,414,2,10,2,5,16,103,0,0,16,32,4,10,3,13,11,116,35.60208333333333,139.67812500000002,13112,世田谷区
533935242,65,252,3,23,6,11,11,27,0,0,8,13,8,15,5,12,9,57,35.60208333333333,139.68437500000002,13111,大田区
533935243,113,553,9,17,3,6,22,151,1,3,16,39,7,17,14,62,15,149,35.60625,139.67812500000002,13112,世田谷区
533935244,199,4750,1,11,4,23,38,561,6,52,24,77,7,233,46,354,34,787,35.60625,139.68437500000002,13110,目黒区
533935251,56,432,4,21,3,20,7,41,0,0,12,51,1,2,5,44,7,118,35.60208333333333,139.690625,13111,大田区
533935252,306,1968,15,71,9,19,83,617,4,44,39,93,14,153,42,240,36,419,35.60208333333333,139.696875,13111,大田区
533935253,89,651,3,7,3,6,19,120,0,0,15,25,4,9,6,15,13,178,35.60625,139.690625,13111,大田区
533935254,133,1109,8,83,8,24,17,122,1,3,29,64,13,81,5,39,13,285,35.60625,139.696875,13109,品川区
533935261,190,1227,7,22,4,10,45,324,1,1,29,62,11,45,11,49,19,322,35.60208333333333,139.703125,13109,品川区
533935262,326,2178,24,86,6,11,76,565,2,27,35,129,9,25,48,334,51,619,35.60208333333333,139.709375,13109,品川区
533935263,329,2455,8,43,10,30,59,417,5,60,57,214,11,32,75,443,36,261,35.60625,139.703125,13109,品川区
533935264,223,1370,13,85,1,1,52,316,2,13,38,100,8,14,23,120,29,256,35.60625,139.709375,13109,品川区
533935271,246,1634,49,328,3,10,48,355,0,0,30,105,10,22,21,61,24,235,35.60208333333333,139.71562500000002,13109,品川区
533935272,275,1733,61,270,3,10,42,245,3,32,40,67,13,154,33,252,31,517,35.60208333333333,139.721875,13109,品川区
533935273,307,1782,18,62,4,7,68,515,2,27,46,92,14,44,39,198,38,349,35.60625,139.71562500000002,13109,品川区
533935274,215,1212,30,113,4,61,32,321,0,0,72,133,10,82,16,40,16,293,35.60625,139.721875,13109,品川区
533935281,179,1677,6,21,7,333,21,244,1,7,58,107,9,254,10,42,23,173,35.60208333333333,139.728125,13109,品川区
533935282,251,2988,9,101,10,193,56,303,2,15,47,390,9,158,30,154,25,1410,35.60208333333333,139.734375,13109,品川区
533935283,344,4884,13,63,11,1009,50,1691,3,23,68,162,6,20,60,276,41,582,35.60625,139.728125,13109,品川区
533935284,1009,14360,18,220,19,886,235,3596,15,270,92,838,42,217,299,2734,65,1072,35.60625,139.734375,13109,品川区
533935291,181,2713,41,370,3,38,42,413,0,0,13,91,4,15,11,117,14,143,35.60208333333333,139.74062500000002,13109,品川区
533935292,37,10029,2,4,2,312,12,112,0,0,0,0,0,0,3,8,0,0,35.60208333333333,139.74687500000002,13109,品川区
533935293,255,2275,7,43,16,289,47,344,1,3,36,160,16,107,43,355,28,291,35.60625,139.74062500000002,13109,品川区
533935294,146,4589,10,359,5,1060,34,1258,0,0,11,83,12,258,7,26,13,183,35.60625,139.74687500000002,13109,品川区
533935301,339,15821,2,207,13,11048,155,1536,10,162,20,230,16,105,38,715,21,281,35.610416666666666,139.628125,13112,世田谷区
533935302,68,945,1,2,2,11,7,36,3,7,18,38,8,31,3,9,8,126,35.610416666666666,139.634375,13112,世田谷区
533935303,714,7137,4,21,6,30,317,2883,11,191,35,311,32,148,119,1720,58,561,35.614583333333336,139.628125,13112,世田谷区
533935304,74,704,1,2,3,12,15,139,0,0,8,16,14,29,3,13,11,100,35.614583333333336,139.634375,13112,世田谷区
533935311,123,886,1,2,2,3,26,171,2,20,24,59,4,6,12,72,21,230,35.610416666666666,139.640625,13112,世田谷区
533935312,166,1540,4,19,5,52,33,291,5,61,15,66,6,15,18,148,34,482,35.610416666666666,139.646875,13112,世田谷区
533935313,145,938,4,13,3,16,36,316,1,4,10,26,13,24,16,138,22,193,35.614583333333336,139.640625,13112,世田谷区
533935314,84,1402,5,31,1,1,18,67,1,2,8,23,9,18,6,85,14,175,35.614583333333336,139.646875,13112,世田谷区
533935321,125,934,5,80,6,15,19,90,1,1,23,47,11,23,8,46,15,327,35.610416666666666,139.65312500000002,13112,世田谷区
533935322,57,420,2,4,5,17,10,118,1,3,6,8,3,9,0,0,7,92,35.610416666666666,139.659375,13112,世田谷区
533935323,79,676,3,22,1,2,18,118,1,1,10,15,13,25,7,60,6,56,35.614583333333336,139.65312500000002,13112,世田谷区
533935324,106,1834,4,352,4,25,25,346,2,3,8,15,10,23,10,37,12,417,35.614583333333336,139.659375,13112,世田谷区
533935331,353,2577,1,4,6,33,120,694,9,201,43,202,18,112,35,411,31,213,35.610416666666666,139.665625,13110,目黒区
533935332,488,2953,5,53,7,99,161,728,6,37,50,172,29,152,97,550,34,243,35.610416666666666,139.671875,13110,目黒区
533935333,151,1918,5,36,6,31,37,807,0,0,21,54,16,58,7,77,16,278,35.614583333333336,139.665625,13110,目黒区
533935334,137,795,6,41,6,48,25,113,2,3,37,82,14,49,6,108,12,135,35.614583333333336,139.671875,13110,目黒区
533935341,110,720,6,83,5,37,16,121,3,13,21,54,19,65,3,11,10,136,35.610416666666666,139.67812500000002,13110,目黒区
533935342,271,1472,4,9,3,7,71,519,2,20,51,119,9,18,33,167,30,238,35.610416666666666,139.68437500000002,13110,目黒区
533935343,178,1406,12,374,3,13,37,276,3,13,28,65,13,28,16,92,23,278,35.614583333333336,139.67812500000002,13110,目黒区
533935344,119,774,9,43,4,4,26,136,1,3,24,59,10,21,6,51,14,261,35.614583333333336,139.68437500000002,13110,目黒区
533935351,106,1554,4,87,2,9,28,256,0,0,19,622,7,44,5,99,10,85,35.610416666666666,139.690625,13111,大田区
533935352,152,2177,4,13,2,35,35,506,4,39,22,48,9,18,14,64,25,1136,35.610416666666666,139.696875,13109,品川区
533935353,101,657,9,94,2,3,13,53,2,9,18,74,10,42,5,18,14,184,35.614583333333336,139.690625,13110,目黒区
533935354,417,1991,19,91,7,22,85,618,1,17,46,142,17,56,78,358,54,274,35.614583333333336,139.696875,13110,目黒区
533935361,163,6047,19,62,6,16,35,363,0,0,26,70,11,34,17,184,10,3253,35.610416666666666,139.703125,13109,品川区
533935362,352,1805,16,84,2,11,79,473,1,10,62,137,22,91,60,209,39,432,35.610416666666666,139.709375,13109,品川区
533935363,237,1525,54,435,6,24,32,278,3,19,44,97,15,29,17,65,17,198,35.614583333333336,139.703125,13109,品川区
533935364,289,2607,45,238,3,420,62,409,4,59,41,76,11,37,23,190,29,287,35.614583333333336,139.709375,13109,品川区
533935371,376,3064,33,661,9,39,69,707,1,9,52,132,24,87,29,213,39,299,35.610416666666666,139.71562500000002,13109,品川区
533935372,138,682,13,60,5,13,18,128,2,11,34,57,6,15,8,18,12,82,35.610416666666666,139.721875,13109,品川区
533935373,431,2905,36,316,10,28,103,829,3,6,56,181,14,46,63,507,49,463,35.614583333333336,139.71562500000002,13109,品川区
533935374,276,1143,11,35,2,37,59,264,5,57,48,109,8,10,30,84,28,154,35.614583333333336,139.721875,13109,品川区
533935381,146,2749,10,25,3,26,17,113,0,0,14,63,14,245,13,41,20,183,35.610416666666666,139.728125,13109,品川区
533935382,73,1673,9,378,1,9,9,92,0,0,10,29,3,40,11,26,5,136,35.610416666666666,139.734375,13109,品川区
533935383,206,9752,26,273,15,4924,36,2560,2,12,34,62,10,1023,21,85,14,141,35.614583333333336,139.728125,13109,品川区
533935384,77,2723,25,578,0,0,21,427,0,0,4,7,5,1384,2,28,3,101,35.614583333333336,139.734375,13109,品川区
533935391,318,3786,22,285,20,232,66,989,6,49,36,90,22,131,43,325,21,286,35.610416666666666,139.74062500000002,13109,品川区
533935392,356,22617,17,611,31,12560,89,3987,12,597,21,168,13,89,60,641,33,1942,35.610416666666666,139.74687500000002,13109,品川区
533935393,233,2564,15,224,10,347,58,713,1,1,24,153,12,61,17,61,15,192,35.614583333333336,139.74062500000002,13109,品川区
533935394,211,3637,11,271,9,206,65,1320,1,11,18,103,14,215,15,82,16,200,35.614583333333336,139.74687500000002,13109,品川区
533935401,132,882,3,15,5,23,27,166,2,4,16,40,12,27,14,130,20,301,35.61875,139.628125,13112,世田谷区
533935402,100,1030,4,20,4,4,28,206,1,21,7,19,7,9,6,33,15,209,35.61875,139.634375,13112,世田谷区
533935403,153,1214,6,41,10,52,30,229,1,23,18,60,12,112,14,70,16,222,35.62291666666667,139.628125,13112,世田谷区
533935404,183,1861,4,18,8,16,46,538,0,0,19,75,17,169,5,49,22,249,35.62291666666667,139.634375,13112,世田谷区
533935411,133,739,4,22,3,7,27,194,2,12,12,24,12,60,14,47,19,113,35.61875,139.640625,13112,世田谷区
533935412,51,286,1,2,2,4,12,59,0,0,7,23,6,12,0,0,6,45,35.61875,139.646875,13112,世田谷区
533935413,47,1439,0,0,2,3,8,76,2,5,1,3,1,1,5,43,11,207,35.62291666666667,139.640625,13112,世田谷区
533935414,50,876,3,8,6,13,3,12,0,0,5,11,4,6,4,22,14,258,35.62291666666667,139.646875,13112,世田谷区
533935421,125,1225,12,60,3,13,31,333,0,0,8,16,4,27,11,95,16,162,35.61875,139.65312500000002,13112,世田谷区
533935422,82,491,2,7,3,4,19,64,1,12,4,7,9,15,9,28,7,76,35.61875,139.659375,13112,世田谷区
533935423,104,596,3,10,1,2,29,164,1,6,8,22,6,19,18,205,11,44,35.62291666666667,139.65312500000002,13112,世田谷区
533935424,97,968,1,2,2,7,13,127,2,4,10,38,8,23,11,318,8,146,35.62291666666667,139.659375,13112,世田谷区
533935431,97,524,2,3,2,3,15,132,5,6,19,48,14,29,6,29,10,208,35.61875,139.665625,13112,世田谷区
533935432,190,1447,4,32,1,1,56,372,0,0,21,59,8,31,22,156,34,305,35.61875,139.671875,13110,目黒区
533935433,68,401,2,6,8,17,13,93,1,5,14,38,7,12,3,35,5,33,35.62291666666667,139.665625,13110,目黒区
533935434,73,546,1,2,2,2,12,50,1,2,16,37,11,32,5,11,10,74,35.62291666666667,139.671875,13110,目黒区
533935441,412,3751,6,85,9,40,75,706,8,151,68,225,28,88,60,806,51,462,35.61875,139.67812500000002,13110,目黒区
533935442,85,762,2,5,5,11,13,216,1,16,14,34,10,16,5,63,9,93,35.61875,139.68437500000002,13110,目黒区
533935443,93,585,5,34,6,57,21,137,1,3,23,46,18,42,3,11,4,115,35.62291666666667,139.67812500000002,13110,目黒区
533935444,198,2375,12,119,2,58,57,1303,5,50,38,113,14,67,13,131,14,228,35.62291666666667,139.68437500000002,13110,目黒区
533935451,140,867,23,91,4,9,28,155,1,12,22,60,8,11,4,20,11,167,35.61875,139.690625,13110,目黒区
533935452,192,903,23,89,4,20,27,142,1,1,39,74,8,19,12,46,22,201,35.61875,139.696875,13110,目黒区
533935453,133,910,15,155,5,8,22,204,4,9,22,56,13,40,12,91,13,173,35.62291666666667,139.690625,13110,目黒区
533935454,229,1419,25,135,3,7,54,420,1,1,33,64,8,13,17,85,24,291,35.62291666666667,139.696875,13110,目黒区
533935461,597,3935,25,215,8,32,159,1168,9,49,71,238,19,67,122,978,58,574,35.61875,139.703125,13109,品川区
533935462,267,1776,27,172,1,2,63,562,7,42,40,102,10,39,37,221,24,299,35.61875,139.709375,13109,品川区
533935463,136,952,13,96,2,130,24,129,0,0,16,32,8,22,25,96,17,147,35.62291666666667,139.703125,13109,品川区
533935464,179,1585,38,253,4,108,33,611,2,18,26,56,16,45,15,162,12,142,35.62291666666667,139.709375,13109,品川区
533935471,265,5068,34,251,11,635,59,1579,3,18,37,139,15,234,16,85,15,163,35.61875,139.71562500000002,13109,品川区
533935472,191,1867,15,133,12,449,31,361,2,30,38,80,15,100,8,15,19,154,35.61875,139.721875,13109,品川区
533935473,306,4641,39,619,19,776,68,1134,5,184,41,100,26,212,20,171,14,226,35.62291666666667,139.71562500000002,13109,品川区
533935474,1164,23876,53,926,135,4990,335,4994,31,1115,81,1061,124,2011,147,1255,47,808,35.62291666666667,139.721875,13109,品川区
533935481,675,36241,30,2118,47,4888,190,16638,50,1497,40,1494,48,3261,96,1362,46,481,35.61875,139.728125,13109,品川区
533935482,228,14810,20,2477,21,3214,36,3487,14,343,28,297,41,2830,5,99,15,267,35.61875,139.734375,13109,品川区
533935483,397,34867,25,2797,47,16003,97,7220,5,2358,31,649,42,1011,42,487,23,259,35.62291666666667,139.728125,13109,品川区
533935484,227,11045,7,151,20,2999,52,3779,9,760,25,290,29,133,14,226,16,611,35.62291666666667,139.734375,13109,品川区
533935491,249,2990,7,57,13,326,57,796,4,21,23,62,7,48,45,230,30,437,35.61875,139.74062500000002,13109,品川区
533935492,135,3513,10,99,5,132,35,2059,3,26,12,24,5,7,15,89,20,294,35.61875,139.74687500000002,13109,品川区
533935493,311,8974,11,170,36,2839,75,1038,4,65,20,69,25,244,41,278,20,604,35.62291666666667,139.74062500000002,13109,品川区
533935494,249,13030,9,343,37,2677,66,3178,5,200,17,585,34,2216,20,618,8,359,35.62291666666667,139.74687500000002,13109,品川区
533935501,68,1864,2,38,2,50,19,775,2,189,7,174,6,19,5,139,5,73,35.62708333333333,139.628125,13112,世田谷区
533935502,585,10507,13,81,14,1507,122,1646,10,314,62,2978,43,415,83,865,86,709,35.62708333333333,139.634375,13112,世田谷区
533935503,60,663,3,19,1,1,13,77,0,0,6,9,5,11,5,19,8,162,35.63125,139.628125,13112,世田谷区
533935504,130,1011,2,13,4,13,30,170,3,19,20,51,17,47,3,10,12,102,35.63125,139.634375,13112,世田谷区
533935511,74,3392,6,50,0,0,15,2258,1,1,11,34,11,376,7,287,0,0,35.62708333333333,139.640625,13112,世田谷区
533935512,105,1249,3,10,4,27,22,479,2,6,16,38,9,26,9,63,7,102,35.62708333333333,139.646875,13112,世田谷区
533935513,245,3182,17,229,12,228,53,984,3,37,25,101,19,149,26,201,33,365,35.63125,139.640625,13112,世田谷区
533935514,258,2258,4,8,5,29,61,654,2,20,33,201,12,44,41,459,37,367,35.63125,139.646875,13112,世田谷区
533935521,93,853,3,26,6,105,26,157,1,4,7,15,7,32,8,41,12,162,35.62708333333333,139.65312500000002,13112,世田谷区
533935522,12,1422,0,0,1,2,4,28,0,0,1,2,0,0,2,16,1,8,35.62708333333333,139.659375,13112,世田谷区
533935523,208,1506,6,28,7,19,44,341,5,13,18,42,26,333,24,125,20,200,35.63125,139.65312500000002,13112,世田谷区
533935524,300,3041,9,148,13,146,66,836,5,49,30,143,30,214,41,304,37,356,35.63125,139.659375,13112,世田谷区
533935531,54,2169,1,4,2,4,10,44,0,0,4,12,5,17,9,103,9,1893,35.62708333333333,139.665625,13110,目黒区
533935532,96,840,3,26,2,15,23,259,0,0,19,88,11,27,4,58,17,198,35.62708333333333,139.671875,13110,目黒区
533935533,102,490,2,9,4,9,9,37,2,4,26,55,12,36,4,18,13,120,35.63125,139.665625,13110,目黒区
533935534,137,1000,1,2,4,5,32,392,0,0,19,128,15,31,11,40,17,152,35.63125,139.671875,13112,世田谷区
533935541,111,879,5,27,8,123,28,367,2,2,10,24,10,25,4,34,15,132,35.62708333333333,139.67812500000002,13112,世田谷区
533935542,416,2800,6,9,11,69,103,721,8,78,57,164,17,59,69,551,63,626,35.62708333333333,139.68437500000002,13110,目黒区
533935543,90,419,5,14,5,41,14,81,1,1,26,65,9,13,3,26,9,119,35.63125,139.67812500000002,13112,世田谷区
533935544,461,2840,12,50,14,66,103,647,6,112,45,171,22,132,95,592,59,454,35.63125,139.68437500000002,13110,目黒区
